difficulty,question,options[0],options[1],options[2],options[3],answer,subject
중,각주율에서 '정주율'은 무엇을 의미하나요?,한 음이 두 배 높아진 것,모든 음이 동일한 간격,음의 변화를 조절,다이나믹의 조절,모든 음이 동일한 간격,음악이론
중,음악 이론에서 '전조'란 무엇을 의미하나요?,음의 높이 변화,화음의 변화,조성의 변화,리듬의 변화,조성의 변화,음악이론
중,'아르페지오'는 무엇을 의미하나요?,동시에 여러 음을 연주,순서대로 음을 연주,음의 반복,음의 생략,순서대로 음을 연주,음악이론
하,'음계'란 무엇인가요?,음의 집합,음악의 형식,리듬의 패턴,화음의 배열,음의 집합,음악이론
하,'리듬'의 기본 단위는 무엇인가요?,음표,화음,멜로디,다이나믹,음표,음악이론
하,클래식 음악의 특징 중 하나는 무엇인가요?,즉흥 연주,정형화된 구조,전통적 요소 없음,대중적 인기도,정형화된 구조,음악이론
하,음악의 주제란 무엇을 의미하나요?,음악의 구성 요소,특정한 멜로디,음악의 주제,작곡가의 의도,특정한 멜로디,음악이론
하,스트링 악기에 포함되는 것은 무엇인가요?,피아노,기타,트럼펫,클라리넷,기타,음악이론
하,다이나믹의 기호 중 '포르타'는 무엇을 의미하나요?,점차 세게,점차 약하게,매우 세게,매우 약하게,매우 약하게,음악이론
하,'모차르트'는 어떤 시대의 작곡가인가요?,바로크 시대,고전 시대,낭만 시대,현대 시대,고전 시대,음악이론
하,'팝 음악'의 주요 특징은 무엇인가요?,복잡한 구조,대중적 요소,전통적 리듬,클래식 기반,대중적 요소,음악이론
하,음악에서 '악상'이란 무엇을 의미하나요?,악기의 종류,연주 스타일,음악의 느낌,음악의 형식,음악의 느낌,음악이론
하,음악의 노래란 무엇인가요?,기악 음악,성악 음악,전자 음악,클래식 음악,성악 음악,음악이론
상,지구 온난화의 주된 원인은 무엇인가요?,숲의 파괴,온실가스 배출,해양 오염,생물 다양성 감소,온실가스 배출,환경학
상,'생태계 서비스'의 예가 아닌 것은 무엇인가요?,식량 생산,공기 정화,생물 다양성 유지,기후 변화,기후 변화,환경학
상,재생 가능 에너지원의 예는 무엇인가요?,석유,석탄,태양열,천연 가스,태양열,환경학
상,'열대 우림'이 가지는 주요 기능은 무엇인가요?,대기 오염 증가,생물 다양성 감소,탄소 저장,자원 고갈,탄소 저장,환경학
상,'오존층'의 주요 역할은 무엇인가요?,대기 오염 방지,자외선 차단,기후 조절,산소 생성,자외선 차단,환경학
상,'기후 변화'의 지표 중 하나는 무엇인가요?,전세계 인구 증가,평균 기온 상승,산업 발전,식량 생산 증가,평균 기온 상승,환경학
상,'멸종 위기 종'의 보호를 위해 어떤 법이 필요할까요?,생태계 보호법,환경 보호법,종 보존법,자원 관리법,종 보존법,환경학
상,'미세먼지'가 인체에 미치는 영향 중 하나는 무엇인가요?,면역력 증가,호흡기 질환 유발,피부 건강 증진,심혈관 기능 향상,호흡기 질환 유발,환경학
상,'폐기물 관리'에서 '재활용'의 중요성은 무엇인가요?,자원의 고갈,환경 오염 증가,자원 절약,경제적 손실,자원 절약,환경학
상,'지속 가능한 발전'의 개념은 무엇인가요?,자원의 무한 사용,현재 세대의 필요와 미래 세대의 필요 조화,경제 성장 최우선,환경 문제 무시,현재 세대의 필요와 미래 세대의 필요 조화,환경학
중,'기후 변화'의 주요 원인은 무엇인가요?,자연 재해,인간 활동,지구의 자전,해양 변화,인간 활동,환경학
중,'온실가스'의 예가 아닌 것은 무엇인가요?,이산화탄소,메탄,산소,아산화질소,산소,환경학
중,'생물 다양성'이란 무엇을 의미하나요?,종의 수 다양성,생태계의 균형,환경 보호,경제적 가치,종의 수 다양성,환경학
중,'환경 오염'의 원인이 아닌 것은 무엇인가요?,산업화,농업,교육,도시화,교육,환경학
중,'온실가스'의 주요 배출원은 무엇인가요?,전자기기,농업,화석 연료 사용,산림 보호,화석 연료 사용,환경학
중,'해양 산성화'가 일어나는 주된 원인은 무엇인가요?,온도 상승,이산화탄소 증가,해양 생물 감소,염도 변화,이산화탄소 증가,환경학
중,'에너지 효율성'이란 무엇을 의미하나요?,에너지 소비 증가,에너지 사용의 최적화,에너지 자원의 고갈,전통적인 에너지 사용,에너지 사용의 최적화,환경학
중,'지속 가능한 도시'의 특징은 무엇인가요?,높은 온실가스 배출,자원 낭비,대중 교통 이용 증가,자연 파괴,대중 교통 이용 증가,환경학
중,'자원 순환'에서 가장 중요한 단계는 무엇인가요?,생산,소비,재활용,폐기,재활용,환경학
중,'사막화'의 주된 원인은 무엇인가요?,기후 변화,대규모 농업,산림 파괴,자연 재해,기후 변화,환경학
하,'환경 보호'의 주된 목적은 무엇인가요?,생물 다양성 감소,자원의 고갈 방지,환경 오염 증가,인간 건강 위협,자원의 고갈 방지,환경학
하,'재활용'의 이점은 무엇인가요?,자원 절약,비용 증가,오염 증가,에너지 소비 증가,자원 절약,환경학
하,'온실가스'의 주된 종류는 무엇인가요?,수소,질소,이산화탄소,헬륨,이산화탄소,환경학
하,'지속 가능한 발전'이란 무엇인가요?,환경을 고려하지 않는 발전,경제적 발전을 우선하는 것,현재와 미래 세대의 요구를 동시에 충족하는 것,자원의 과도한 소비,현재와 미래 세대의 요구를 동시에 충족하는 것,환경학
하,'환경 오염'의 예가 아닌 것은 무엇인가요?,대기 오염,수질 오염,토양 오염,전자기기 사용,전자기기 사용,환경학
하,'산림 파괴'의 주된 원인은 무엇인가요?,도시 개발,대기 오염,생물 다양성 증가,자연 보호,도시 개발,환경학
하,'온실가스'의 배출을 줄이기 위해 할 수 있는 방법은 무엇인가요?,자동차 사용 증가,재생 가능한 에너지 사용,플라스틱 사용 증가,숲 파괴,재생 가능한 에너지 사용,환경학
하,'기후 변화'로 인해 발생하는 현상 중 하나는 무엇인가요?,해수면 상승,생물 다양성 증가,지구의 자전 속도 증가,대기 질 향상,해수면 상승,환경학
하,'생태계'는 무엇을 의미하나요?,인류 사회,동물과 식물의 상호작용,산업 발전,도시 환경,동물과 식물의 상호작용,환경학
하,'대기 오염'의 주된 원인은 무엇인가요?,자연 재해,산업 활동,농업,교육,산업 활동,환경학
상,식물의 광합성 과정에서 사용되는 주요 색소는 무엇인가요?,카로틴,클로로필,안토시아닌,플라보노이드,클로로필,식물학
상,식물에서 물과 미네랄을 흡수하는 기관은 무엇인가요?,줄기,잎,뿌리,꽃,뿌리,식물학
상,식물의 세포에서 에너지를 생성하는 기관은 무엇인가요?,세포막,미토콘드리아,엽록체,골지체,엽록체,식물학
상,이식성 식물의 대표적인 예는 무엇인가요?,장미,선인장,소나무,국화,선인장,식물학
상,식물의 생장에 가장 큰 영향을 미치는 호르몬은 무엇인가요?,옥신,사이토키닌,에틸렌,아브시시산,옥신,식물학
상,식물의 번식 방법 중 하나인 '포자'를 사용하는 식물은 어떤 종류인가요?,식물성,관속식물,곰팡이,양치식물,양치식물,식물학
상,광합성의 화학 반응식에서 생성되는 산소의 출처는 무엇인가요?,이산화탄소,물,햇빛,당,물,식물학
상,식물의 '세포벽'은 무엇으로 주로 구성되어 있나요?,단백질,리포이드,셀룰로오스,글리코겐,셀룰로오스,식물학
상,식물에서 탄소 고정이 일어나는 주된 장소는 어디인가요?,잎의 엽록체,뿌리,줄기,꽃,잎의 엽록체,식물학
상,'교배'를 통해 얻은 식물의 특정 유전적 특성을 가진 품종은 무엇인가요?,야생종,잡종,자생식물,변종,잡종,식물학
중,식물에서 영양소를 운반하는 조직은 무엇인가요?,엽록체,관다발,세포벽,미토콘드리아,관다발,식물학
중,식물의 생장 점에서 생성되는 세포를 무엇이라고 하나요?,분열 조직,고형 조직,기본 조직,외피 조직,분열 조직,식물학
중,식물에서 대기 중 이산화탄소를 흡수하는 부위는 어디인가요?,뿌리,줄기,잎,꽃,잎,식물학
중,식물의 번식 방식 중 '무성 생식'의 예는 무엇인가요?,꽃가루,포자,꺾꽂이,씨앗,꺾꽂이,식물학
중,식물의 주요 영양소 중 하나인 질소는 어떤 역할을 하나요?,광합성,단백질 합성,광합성 방해,비타민 생성,단백질 합성,식물학
중,식물에서 수분이 증발하는 과정은 무엇이라고 하나요?,전이,증산,흡수,이동,증산,식물학
중,식물의 세포에서 에너지를 저장하는 주된 형태는 무엇인가요?,단백질,당,지방,셀룰로오스,당,식물학
중,'유식물'의 대표적인 예는 무엇인가요?,소나무,양파,박하,무화과,양파,식물학
중,식물의 세포에서 물질의 이동을 조절하는 기능을 하는 구조는 무엇인가요?,세포막,세포벽,엽록체,미토콘드리아,세포막,식물학
중,'과일'이란 무엇으로 정의될 수 있나요?,꽃의 발달 결과물,뿌리의 발달 결과물,잎의 발달 결과물,줄기의 발달 결과물,꽃의 발달 결과물,식물학
하,식물에서 광합성의 주된 원료는 무엇인가요?,수소,이산화탄소,질소,산소,이산화탄소,식물학
하,'꽃'의 주된 기능은 무엇인가요?,광합성,수분,영양소 저장,생장,수분,식물학
하,'식물'의 가장 기본적인 생명 과정은 무엇인가요?,이동,번식,성장,호흡,성장,식물학
하,'소나무'와 같은 식물은 무엇으로 분류되나요?,수생식물,고사리식물,속씨식물,겉씨식물,겉씨식물,식물학
하,식물에서 '영양소'를 얻는 주된 방법은 무엇인가요?,지구의 중력,물의 흡수,태양의 빛,대기의 산소,물의 흡수,식물학
하,'식물'이 자생하는 환경을 무엇이라고 하나요?,인공,자연,도시,농경,자연,식물학
하,'과일'의 대표적인 예는 무엇인가요?,당근,사과,양파,브로콜리,사과,식물학
하,'허브'는 어떤 식물군에 속하나요?,나무,다년생 식물,일년생 식물,초본 식물,초본 식물,식물학
하,식물의 생장과 관련된 중요한 요소는 무엇인가요?,온도,소음,빛,기후,온도,식물학
하,식물의 종류 중 '관목'은 무엇인가요?,나무보다 작은 식물,큰 나무,물속에서 자생하는 식물,해양 식물,나무보다 작은 식물,식물학
상,"화학 반응에서 반응물의 에너지가 생성물의 에너지보다 높은 경우, 이 반응은 무엇으로 분류되나요?",발열 반응,흡열 반응,비가역 반응,가역 반응,흡열 반응,화학
상,주기율표에서 알칼리 금속의 원소는 몇 번째 주에 위치하나요?,1주,2주,3주,4주,1주,화학
상,산과 염기의 반응에서 생성되는 물질은 무엇인가요?,염,산소,이산화탄소,질소,염,화학
상,pH가 7보다 낮은 용액은 어떤 성질을 가집니까?,산성,염기성,중성,알칼리성,산성,화학
상,가장 간단한 탄수화물의 화학식은 무엇인가요?,C6H12O6,C12H22O11,CH2O,C2H5OH,CH2O,화학
상,이온 결합을 형성하는 원소의 주된 특징은 무엇인가요?,전자를 공유한다,전자를 잃거나 얻는다,전자 구름을 형성한다,자성이다,전자를 잃거나 얻는다,화학
상,불활성 기체의 대표적인 예는 무엇인가요?,산소,수소,헬륨,질소,헬륨,화학
상,다음 중 화합물에 해당하는 것은 무엇인가요?,Na,Cl2,H2O,O2,H2O,화학
상,화학 반응의 속도에 영향을 미치는 요소가 아닌 것은 무엇인가요?,온도,농도,압력,전하,전하,화학
상,연소 반응에서 생성되는 주된 기체는 무엇인가요?,질소,수증기,이산화탄소,산소,이산화탄소,화학
중,원소의 주기적 성질을 제안한 과학자는 누구인가요?,다윈,멘델레예프,아인슈타인,뉴턴,멘델레예프,화학
중,원자의 중심부에 있는 입자는 무엇인가요?,전자,중성자,양성자,원자핵,원자핵,화학
중,다음 중 이온을 형성하지 않는 원소는 무엇인가요?,나트륨,칼슘,알루미늄,탄소,탄소,화학
중,화합물이란 무엇을 의미하나요?,같은 원소로만 이루어진 물질,두 개 이상의 다른 원소로 이루어진 물질,고체 상태의 물질,기체 상태의 물질,두 개 이상의 다른 원소로 이루어진 물질,화학
중,산화 반응에서 전자가 어떻게 이동하나요?,잃어진다,얻어진다,이동하지 않는다,생성된다,잃어진다,화학
중,다음 중 산의 예는 무엇인가요?,NaOH,HCl,CaO,KCl,HCl,화학
중,화학 변화가 일어나는 과정에서 에너지가 방출되는 반응을 무엇이라고 하나요?,흡열 반응,발열 반응,비가역 반응,가역 반응,발열 반응,화학
중,다음 중 알칼리 금속의 특징이 아닌 것은 무엇인가요?,매우 반응성이 강하다,물과 쉽게 반응한다,상온에서 고체 상태이다,전자를 잃어 양이온을 형성한다,상온에서 고체 상태이다,화학
중,다음 중 유기 화합물의 예는 무엇인가요?,H2O,CO2,C6H12O6,NaCl,C6H12O6,화학
중,화학에서 '몰'의 단위는 무엇을 의미하나요?,질량,부피,원자의 개수,밀도,원자의 개수,화학
하,물의 화학식은 무엇인가요?,H2O,O2,CO2,NaCl,H2O,화학
하,다음 중 고체 물질의 예는 무엇인가요?,물,공기,얼음,수증기,얼음,화학
하,다음 중 기체 상태의 물질은 무엇인가요?,금속,수소,소금,석탄,수소,화학
하,주기율표에서 1주 원소들은 어떤 성질을 가집니까?,비금속,금속,비활성,고체,금속,화학
하,탄소는 몇 개의 전자를 가지고 있나요?,4,6,8,2,6,화학
하,다음 중 화합물의 예는 무엇인가요?,N2,Cl2,H2O,O2,H2O,화학
하,이온 결합에서 양이온은 어떤 원소에서 형성 되나요?,비금속,금속,비활성 원소,반도체,금속,화학
하,다음 중 산의 성질이 아닌 것은 무엇인가요?,쓴맛이 난다,수소 이온을 방출한다,전도성이 있다,pH가 7보다 낮다,쓴맛이 난다,화학
하,염기의 예는 무엇인가요?,HCl,NaOH,H2SO4,CO2,NaOH,화학
하,화학식에서 원소 기호는 무엇을 나타내나요?,분자의 질량,원소의 종류,분자의 크기,원소의 상태,원소의 종류,화학
상,태양계에서 가장 큰 행성은 무엇인가요?,지구,화성,목성,토성,목성,천문학
상,블랙홀의 존재를 처음 제안한 과학자는 누구인가요?,아인슈타인,호킨스,뉴턴,플랑크,아인슈타인,천문학
상,다음 중 태양의 주 구성 요소는 무엇인가요?,수소,헬륨,산소,질소,수소,천문학
상,지구의 자전축 기울기는 약 몇 도인가요?,23.5도,30도,45도,60도,23.5도,천문학
상,지구의 대기에서 가장 많은 가스는 무엇인가요?,산소,이산화탄소,질소,아르곤,질소,천문학
상,다음 중 태양계의 행성이 아닌 것은 무엇인가요?,금성,화성,플루토,카리브해,카리브해,천문학
상,어떤 별이 생을 마감하면서 폭발하는 현상을 무엇이라고 하나요?,초신성,블랙홀,네바타,적색거성,초신성,천문학
상,태양의 중심에서 일어나는 핵융합 반응의 주된 결과물은 무엇인가요?,헬륨,수소,탄소,산소,헬륨,천문학
상,지구와 태양 사이의 평균 거리는 약 얼마인가요?,1백만 km,1억 km,1천만 km,1천억 km,1억 km,천문학
상,은하의 중심에 존재하는 거대한 블랙홀의 이름은 무엇인가요?,시리우스,사가리트리,센타우루스 A,사각자리 A*,사각자리 A*,천문학
중,태양계의 수성을 가장 잘 설명하는 특징은 무엇인가요?,가장 큰 행성,가장 가까운 행성,가장 많은 위성,가장 두꺼운 대기,가장 가까운 행성,천문학
중,지구의 위성은 무엇인가요?,금성,화성,달,목성,달,천문학
중,태양계의 외행성들은 주로 어떤 물질로 구성되어 있나요?,암석,물,가스,얼음,가스,천문학
중,다음 중 가장 밝은 별은 무엇인가요?,폴라리스,베가,시리우스,리겔,시리우스,천문학
중,별이 생성되는 과정의 가장 첫 번째 단계는 무엇인가요?,초신성,성운,적색거성,백색왜성,성운,천문학
중,다음 중 가장 큰 천체는 무엇인가요?,태양,지구,블랙홀,목성,태양,천문학
중,태양의 에너지는 무엇을 통해 생성되나요?,핵융합,핵분열,전자기파,중력,핵융합,천문학
중,다음 중 태양계의 가장 바깥쪽에 위치한 행성은 무엇인가요?,토성,해왕성,천왕성,목성,해왕성,천문학
중,태양계를 구성하는 가장 많은 천체는 무엇인가요?,행성,위성,소행성,혜성,소행성,천문학
중,은하수의 형태는 무엇인가요?,타원형,나선형,불규칙형,평면형,나선형,천문학
하,태양의 표면 온도는 대략 얼마인가요?,500도,5000도,10000도,15000도,5000도,천문학
하,다음 중 지구를 포함하는 행성 그룹은 무엇인가요?,외행성,내행성,소행성,위성,내행성,천문학
하,지구의 자전 주기는 대략 얼마인가요?,12시간,24시간,30시간,48시간,24시간,천문학
하,다음 중 지구에서 가장 가까운 별은 무엇인가요?,프로xima 센타우리,시리우스,알파 센타우리 A,베가,프로xima 센타우리,천문학
하,별의 색은 주로 무엇에 의해 결정되나요?,크기,온도,나이,조성,온도,천문학
하,천체가 서로의 중력에 의해 영향을 주는 현상을 무엇이라고 하나요?,중력,전자기력,핵력,인력,중력,천문학
하,달의 위상이 주기적으로 변화하는 이유는 무엇인가요?,지구의 자전,달의 자전,태양과 지구의 위치 변화,달의 궤도,태양과 지구의 위치 변화,천문학
하,다음 중 태양계의 대적하는 행성은 무엇인가요?,금성,화성,목성,천왕성,금성,천문학
하,다음 중 태양의 표면에 있는 큰 기포들은 무엇인가요?,태양흑점,태양풍,태양광선,태양플레어,태양흑점,천문학
하,다음 중 우주의 나이를 추정하는 데 사용되는 방법은 무엇인가요?,별의 수,우주 배경 복사,행성의 궤도,태양의 크기,우주 배경 복사,천문학
상,"로봇의 기본 구성 요소 중 하나로, 정보 처리와 결정을 담당하는 장치는 무엇인가요?",센서,액추에이터,프로세서,배터리,프로세서,로봇공학
상,다음 중 자율주행차에 사용되는 기술은 무엇인가요?,딥러닝,그래픽 디자인,데이터베이스 관리,웹 개발,딥러닝,로봇공학
상,로봇의 움직임을 제어하기 위한 전기적 장치를 무엇이라고 하나요?,센서,액추에이터,제어기,프로그래머,액추에이터,로봇공학
상,다음 중 로봇이 환경을 인식하는 데 사용하는 장치는 무엇인가요?,카메라,프로세서,배터리,스피커,카메라,로봇공학
상,로봇이 특정 작업을 수행하기 위해 미리 프로그래밍된 경로를 따라가는 방식을 무엇이라고 하나요?,경로 계획,자율 주행,스크립팅,모델링,경로 계획,로봇공학
상,로봇 공학에서 “스마트 로봇”이란 무엇을 의미하나요?,고전적인 로봇,인공지능을 탑재한 로봇,정밀한 기계적 로봇,단순한 조작 로봇,인공지능을 탑재한 로봇,로봇공학
상,로봇의 설계에 있어서 인간의 근육과 유사한 기능을 하는 장치는 무엇인가요?,액추에이터,센서,카메라,컴퓨터,액추에이터,로봇공학
상,다음 중 로봇의 동작을 제어하는 알고리즘의 예는 무엇인가요?,정렬 알고리즘,경로 최적화 알고리즘,암호화 알고리즘,검색 알고리즘,경로 최적화 알고리즘,로봇공학
상,산업용 로봇이 일반적으로 많이 사용하는 기술은 무엇인가요?,유전자 알고리즘,자동화 기술,기계 학습,비전 인식,자동화 기술,로봇공학
상,로봇이 동작을 위해 필요한 에너지원으로 사용되는 가장 일반적인 것은 무엇인가요?,수소,태양 에너지,전기,화석 연료,전기,로봇공학
중,로봇 공학에서 가장 많이 사용되는 프로그래밍 언어는 무엇인가요?,Python,Java,C++,JavaScript,C++,로봇공학
중,다음 중 로봇의 힘과 움직임을 제어하는 기술은 무엇인가요?,로보틱스,메카트로닉스,AI,네트워킹,메카트로닉스,로봇공학
중,다음 중 로봇이 환경을 인식하기 위해 사용하는 감각은 무엇인가요?,미각,청각,촉각,시각,시각,로봇공학
중,로봇의 프로그램을 업데이트할 때 사용하는 방법은 무엇인가요?,재부팅,업그레이드,리셋,리부팅,업그레이드,로봇공학
중,로봇의 작업 성능을 높이기 위한 테스트 및 평가 방법은 무엇인가요?,실험,분석,시뮬레이션,프로토타입,시뮬레이션,로봇공학
중,다음 중 로봇이 주변 환경을 분석할 때 사용하는 기술은 무엇인가요?,이미지 프로세싱,웹 스크래핑,데이터 마이닝,네트워크 분석,이미지 프로세싱,로봇공학
중,로봇의 하드웨어와 소프트웨어가 통합되어 작동하는 시스템을 무엇이라고 하나요?,자동화 시스템,로봇 시스템,임베디드 시스템,제어 시스템,로봇 시스템,로봇공학
중,로봇의 이동 방식 중 '구르는' 방식을 무엇이라고 하나요?,트랙터,휠 구동,레일 구동,유압 구동,휠 구동,로봇공학
중,다음 중 로봇이 스스로 학습하는 기술은 무엇인가요?,기계 학습,데이터 분석,프로그래밍,데이터 수집,기계 학습,로봇공학
중,로봇이 수행하는 작업의 종류에 따라 분류되는 것은 무엇인가요?,모바일 로봇,산업용 로봇,서비스 로봇,모든 항목,모든 항목,로봇공학
하,로봇이 특정 작업을 수행하기 위해 필요한 정보를 저장하는 장치는 무엇인가요?,메모리,센서,카메라,스피커,메모리,로봇공학
하,로봇이 주어진 작업을 수행할 때 사용하는 명령어는 무엇인가요?,프로그램,스크립트,코드,알고리즘,프로그램,로봇공학
하,로봇이 자율적으로 움직이기 위해 필요한 기술은 무엇인가요?,전자기,인공지능,기계적,통신,인공지능,로봇공학
하,다음 중 로봇의 외형을 구성하는 재료는 무엇인가요?,플라스틱,종이,나무,금속,플라스틱,로봇공학
하,로봇이 사용하는 전원 공급 장치는 무엇인가요?,전기,수소,태양광,화석 연료,전기,로봇공학
하,로봇이 특정 환경에서 작동할 수 있도록 만드는 기술은 무엇인가요?,로봇 공학,기계 설계,자동화,프로그래밍,로봇 공학,로봇공학
하,로봇의 외부 환경을 감지하는 장치는 무엇인가요?,센서,액추에이터,메모리,프로세서,센서,로봇공학
하,로봇이 작업을 수행하는 데 필요한 데이터를 수집하는 과정을 무엇이라고 하나요?,데이터 수집,데이터 분석,데이터 처리,데이터 전송,데이터 수집,로봇공학
하,로봇이 자신의 위치를 알아내기 위해 사용하는 기술은 무엇인가요?,위치 추적,맵핑,내비게이션,탐색,내비게이션,로봇공학
하,다음 중 로봇의 작업을 쉽게 만들기 위한 도구는 무엇인가요?,소프트웨어,하드웨어,알고리즘,프로그래밍 언어,소프트웨어,로봇공학
상,DNA의 구조를 발견한 과학자는 누구인가요?,제임스 왓슨,프랜시스 크릭,그레고르 멘델,찰스 다윈,제임스 왓슨,유전학
상,유전자의 발현을 조절하는 단백질을 무엇이라고 하나요?,효소,리프레서,프로모터,전사인자,전사인자,유전학
상,세포 분열의 과정 중 DNA가 복제되는 단계는 무엇인가요?,G1 단계,S 단계,G2 단계,M 단계,S 단계,유전학
상,인간의 염색체 수는 총 몇 개인가요?,22쌍,23쌍,24쌍,46쌍,23쌍,유전학
상,유전자형과 표현형의 차이는 무엇인가요?,염색체의 수,유전자의 위치,유전자의 조합과 외부 표현,단백질의 종류,유전자의 조합과 외부 표현,유전학
상,특정 유전자가 상염색체에서 발현되는 형태는 무엇이라고 하나요?,우성,열성,보완,다형성,우성,유전학
상,다음 중 유전자 변이를 유발할 수 있는 요인은 무엇인가요?,방사선,온도 변화,식이 요인,모든 항목,모든 항목,유전학
상,유전자 재조합이 발생하는 생물학적 과정은 무엇인가요?,세포분열,감수분열,단세포 분열,생식세포 생성,감수분열,유전학
상,유전병의 예로는 무엇이 있나요?,당뇨병,헌팅턴병,고혈압,우울증,헌팅턴병,유전학
상,CRISPR 기술은 무엇을 위한 방법인가요?,단백질 합성,유전자 편집,유전자 증폭,세포 배양,유전자 편집,유전학
중,다음 중 유전 정보가 저장된 분자는 무엇인가요?,RNA,DNA,단백질,리보솜,DNA,유전학
중,멘델의 유전법칙 중 '우성의 법칙'이란 무엇인가요?,유전자형이 표현형에 미치는 영향,부모로부터 유전자를 물려받는 방식,유전자가 항상 발현되는 방식,특정 형질이 자손에 우선적으로 나타나는 경향,특정 형질이 자손에 우선적으로 나타나는 경향,유전학
중,다음 중 유전 정보의 전달을 담당하는 세포는 무엇인가요?,적혈구,신경세포,생식세포,간세포,생식세포,유전학
중,단백질 합성을 위한 RNA의 종류는 무엇인가요?,mRNA,tRNA,rRNA,모든 항목,모든 항목,유전학
중,DNA 염기서열에서 'A'는 무엇과 짝을 이루나요?,T,C,G,U,T,유전학
중,유전자가 발현되지 않는 상태를 무엇이라고 하나요?,활성화,비활성화,억제,변형,비활성화,유전학
중,인간 유전체 프로젝트의 주요 목표는 무엇인가요?,유전자 치료,유전자 맵 작성,유전자 분석,유전자 조작,유전자 맵 작성,유전학
중,다음 중 유전자 검사로 진단할 수 있는 질병은 무엇인가요?,유방암,간염,인플루엔자,감기,유방암,유전학
중,유전자의 구조에서 프로모터는 무엇을 의미하나요?,유전자의 코딩 영역,유전자의 조절 영역,유전자의 발현 영역,유전자의 변이 영역,유전자의 조절 영역,유전학
중,다음 중 다형성이 나타나는 유전자 유형은 무엇인가요?,단일 유전자,다중 유전자,다형성 유전자,모두 해당,다형성 유전자,유전학
하,유전자는 무엇을 코드화하나요?,단백질,탄수화물,지방,비타민,단백질,유전학
하,유전형에서 'A'는 무엇을 의미하나요?,알레일,형질,유전자,염색체,알레일,유전학
하,유전적 특성이 부모로부터 자손에게 전달되는 과정을 무엇이라고 하나요?,유전,변이,변형,교배,유전,유전학
하,다음 중 DNA의 구성 요소는 무엇인가요?,아미노산,뉴클레오타이드,단백질,탄수화물,뉴클레오타이드,유전학
하,세포가 DNA를 복제하는 과정은 무엇인가요?,전사,번역,복제,전파,복제,유전학
하,유전자 분석을 통해 확인할 수 있는 것은 무엇인가요?,개인의 혈액형,개인의 식습관,개인의 혈압,개인의 키,개인의 혈액형,유전학
하,멘델의 실험에서 사용한 식물은 무엇인가요?,옥수수,완두콩,토마토,감자,완두콩,유전학
하,생식세포는 어떤 세포 분열을 통해 생성되나요?,유사분열,감수분열,세포 분열,세포 성장,감수분열,유전학
하,다음 중 유전자를 변형하는 방법은 무엇인가요?,클로닝,교배,유전자 치료,모든 항목,모든 항목,유전학
하,유전학의 기본 단위는 무엇인가요?,염색체,유전자,단백질,RNA,유전자,유전학
상,언어의 생성 이론을 설명하는 '변형생성 문법'의 주요 개념은 무엇인가요?,규칙 기반,패턴 학습,확률적 모델,구조적 접근,규칙 기반,언어학
상,노엄 촘스키가 제안한 '생득적 문법'의 개념은 무엇을 의미하나요?,모든 인간은 선천적으로 언어를 이해하는 능력을 가지고 있다,언어는 사회적 상호작용을 통해 학습된다,언어는 특정 문화적 맥락에서만 존재한다,언어는 무작위적으로 변화한다,모든 인간은 선천적으로 언어를 이해하는 능력을 가지고 있다,언어학
상,화용론에서 '맥락'의 역할은 무엇인가요?,단어의 의미를 결정하는 것,언어 사용의 사회적 조건을 이해하는 것,문장의 문법적 구조를 결정하는 것,언어의 역사적 변화를 설명하는 것,언어 사용의 사회적 조건을 이해하는 것,언어학
상,'다의어'의 예는 무엇인가요?,마늘,종이,은,울다,은,언어학
상,'어근'이란 무엇인가요?,단어의 기본 의미를 가진 부분,단어의 접두사,문장의 주어,단어의 접미사,단어의 기본 의미를 가진 부분,언어학
상,언어의 변화에서 '음운 변화'란 무엇을 의미하나요?,문법의 변화,단어의 의미 변화,소리의 변화,문화의 변화,소리의 변화,언어학
상,어떤 언어가 세계에서 가장 많이 사용되는 언어인가요?,영어,스페인어,중국어,아랍어,중국어,언어학
상,'사회언어학'은 어떤 분야를 연구하나요?,언어의 구조,언어의 역사,언어와 사회의 관계,언어의 발음,언어와 사회의 관계,언어학
상,'화용론'에서 주로 연구하는 것은 무엇인가요?,문법적 구조,의미의 변화,언어 사용의 맥락,음의 변화,언어 사용의 맥락,언어학
중,'소리의 변화'를 연구하는 언어학의 한 분야는 무엇인가요?,사회언어학,음운론,형태론,통사론,음운론,언어학
중,'동의어'의 의미는 무엇인가요?,반대의 의미를 가진 단어,비슷한 의미를 가진 단어,특정 지역에서만 쓰이는 단어,문법적 성격이 다른 단어,비슷한 의미를 가진 단어,언어학
중,인칭대명사 '그'는 어떤 경우에 사용되나요?,남성을 지칭할 때,여성을 지칭할 때,사물을 지칭할 때,모두 해당됨,모두 해당됨,언어학
중,'형용사'의 기본 역할은 무엇인가요?,동작을 나타내는 것,상태나 성질을 나타내는 것,사물을 지칭하는 것,모든 항목,상태나 성질을 나타내는 것,언어학
중,'부정사'는 주로 어떤 형태로 사용되나요?,명사처럼,동사처럼,형용사처럼,부사처럼,명사처럼,언어학
중,'어휘'의 의미는 무엇인가요?,단어의 집합,문장의 구조,문법 규칙,발음의 변화,단어의 집합,언어학
